rcept_no,corp_cls,corp_code,corp_name,se,shrholdr_co,shrholdr_tot_co,shrholdr_rate,hold_stock_co,stock_tot_co,hold_stock_rate,stlm_dt,fiscal_year,endpoint_label
20230814002466,Y,01386916,SK아이이테크놀로지,소액주주,"455,316","455,324",99.998%,"23,276,613","71,297,592",32.65%,2022-12-31,2022,minority_shareholder
20240318000831,Y,01386916,SK아이이테크놀로지,소액주주,"410,397","410,404",99.998%,"23,195,443","71,297,592",32.53%,2023-12-31,2023,minority_shareholder
20250317000867,Y,01386916,SK아이이테크놀로지,소액주주,"391,975","391,982",99.99%,"24,098,285","71,297,592",33.80%,2024-12-31,2024,minority_shareholder
20190401003641,Y,01319899,SK바이오사이언스,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20201127001236,Y,01319899,SK바이오사이언스,소액주주,10,-,83.33% %,"1,075",-,0.05% %,2019-12-31,2019,minority_shareholder
20210323000842,Y,01319899,SK바이오사이언스,소액주주,819,821,99.8%,"388,010","61,200,000",0.6%,2020-12-31,2020,minority_shareholder
20220316001334,Y,01319899,SK바이오사이언스,소액주주,"334,579","334,582",99.99%,"19,540,087","76,500,000",25.54%,2021-12-31,2021,minority_shareholder
20230317000869,Y,01319899,SK바이오사이언스,소액주주,"346,075","346,077",99.99%,"21,013,726","76,784,046",27.37%,2022-12-31,2022,minority_shareholder
20240315000914,Y,01319899,SK바이오사이언스,소액주주,"298,925","298,927",99.99%,"22,007,009","76,827,750",28.64%,2023-12-31,2023,minority_shareholder
20250317000856,Y,01319899,SK바이오사이언스,소액주주,"269,988","269,991",99.99%,"21,347,889","78,347,293",27.25%,2024-12-31,2024,minority_shareholder
20220321000964,Y,01532603,화승알앤에이,소액주주,"6,612","6,622",99.86%,"6,133,258","18,993,623",32.31%,2021-12-31,2021,minority_shareholder
20230321000920,Y,01532603,화승알앤에이,소액주주,"8,606","8,617",99.87%,"6,006,028","18,993,623",31.62%,2022-12-31,2022,minority_shareholder
20240320000953,Y,01532603,화승알앤에이,소액주주,"7,903","7,915",99.86%,"5,862,661","18,993,623",30.87%,2023-12-31,2023,minority_shareholder
20250321001314,Y,01532603,화승알앤에이,소액주주,"7,684","7,696",99.84%,"5,812,403","18,993,623",30.60%,2024-12-31,2024,minority_shareholder
20210916000175,Y,01510489,프레스티지바이오파마,소액주주,"58,400","58,407",99.99%,"3,297,761","12,019,231",27.44%,2021-06-30,2021,minority_shareholder
20220920000416,Y,01510489,프레스티지바이오파마,소액주주,"47,073","47,081",99.98%,"3,127,741","12,019,231",26.02%,2022-06-30,2022,minority_shareholder
20231129001041,Y,01510489,프레스티지바이오파마,소액주주,"40,713","40,726",99.97%,"3,098,631","12,019,231",25.78%,2023-06-30,2023,minority_shareholder
20240919000201,Y,01510489,프레스티지바이오파마,소액주주,"36,715","36,723",99.98%,"3,117,203","12,019,231",25.94%,2024-06-30,2024,minority_shareholder
20201208000451,Y,01159233,솔루엠,소액주주,478,-,98.56%,"20,048,460",-,52.52%,2019-12-31,2019,minority_shareholder
20210421000598,Y,01159233,솔루엠,소액주주,"1,608","1,617",99.44%,"21,058,990","39,932,220",52.74%,2020-12-31,2020,minority_shareholder
20220321000896,Y,01159233,솔루엠,소액주주,"70,840","70,851",99.98%,"31,196,182","50,005,551",62.39%,2021-12-31,2021,minority_shareholder
20230320000954,Y,01159233,솔루엠,소액주주,"58,368","58,379",99.98%,"30,875,526","50,005,551",61.74%,2022-12-31,2022,minority_shareholder
20240319000321,Y,01159233,솔루엠,소액주주,"52,022","52,033",99.98%,"34,534,353","50,005,551",69.06%,2023-12-31,2023,minority_shareholder
20250813001277,Y,01159233,솔루엠,소액주주,"43,225","43,236",99.97%,"31,279,797","50,005,551",62.55%,2024-12-31,2024,minority_shareholder
20220316001326,Y,01524093,DL이앤씨,소액주주,"88,961","88,975",99.98%,"12,090,729","19,358,738",62.46%,2021-12-31,2021,minority_shareholder
20230315001420,Y,01524093,DL이앤씨,소액주주,"98,138","98,149",99.99%,"25,199,905","38,693,623",65.13%,2022-12-31,2022,minority_shareholder
20240328001465,Y,01524093,DL이앤씨,소액주주,"78,163","78,176",99.98%,"21,433,087","38,693,623",55.39%,2023-12-31,2023,minority_shareholder
20250814001988,Y,01524093,DL이앤씨,소액주주,"85,035","85,050",99.98%,"23,945,507","38,693,623",61.88%,2024-12-31,2024,minority_shareholder
20210319001395,Y,00173078,명신산업,소액주주,"80,905","80,909",100%,"14,457,569","40,779,120",35.5%,2020-12-31,2020,minority_shareholder
20220321001206,Y,00173078,명신산업,소액주주,"109,826","109,832",99.9%,"25,340,541","52,470,133",48.3%,2021-12-31,2021,minority_shareholder
20230321000892,Y,00173078,명신산업,소액주주,"108,572","108,577",99.9%,"27,222,312","52,470,133",51.88%,2022-12-31,2022,minority_shareholder
20240328000483,Y,00173078,명신산업,소액주주,"95,308","95,311",99.9%,"28,030,202","52,470,133",53.42%,2023-12-31,2023,minority_shareholder
20250318000402,Y,00173078,명신산업,소액주주,"87,265","87,267",99.9%,"30,394,478","52,470,133",57.93%,2024-12-31,2024,minority_shareholder
20210319000312,Y,00453284,교촌에프앤비,소액주주,"29,664","29,674",99.97%,"5,327,584","24,982,540",21.33%,2020-12-31,2020,minority_shareholder
20220322000301,Y,00453284,교촌에프앤비,소액주주,"30,952","30,964",99.96%,"6,602,208","24,982,540",26.43%,2021-12-31,2021,minority_shareholder
20230322001068,Y,00453284,교촌에프앤비,소액주주,"30,705","30,716",99.96%,"6,872,266","24,982,540",27.51%,2022-12-31,2022,minority_shareholder
20240320001336,Y,00453284,교촌에프앤비,소액주주,"27,383","27,394",99.96%,"7,161,070","24,982,540",28.66%,2023-12-31,2023,minority_shareholder
20250324000180,Y,00453284,교촌에프앤비,소액주주,"22,418","22,430",99.95%,"7,295,121","24,982,540",29.20%,2024-12-31,2024,minority_shareholder
20210322000890,Y,01204056,하이브,소액주주,"116,017","116,031",99.99%,"7,974,239","35,623,760",22.38%,2020-12-31,2020,minority_shareholder
20220322000653,Y,01204056,하이브,소액주주,"164,952","164,958",99.99%,"13,777,676","41,353,387",33.32%,2021-12-31,2021,minority_shareholder
20230403004275,Y,01204056,하이브,소액주주,"216,445","216,489",99.99%,"15,416,132","41,353,387",37.28%,2022-12-31,2022,minority_shareholder
20240322001002,Y,01204056,하이브,소액주주,"184,548","184,555",99.99%,"15,361,428","41,652,097",36.88%,2023-12-31,2023,minority_shareholder
20250321001187,Y,01204056,하이브,소액주주,"182,446","182,478",99.99%,"18,025,597","41,652,097",43.28%,2024-12-31,2024,minority_shareholder
20210316000773,Y,00878696,에스케이바이오팜,소액주주,"158,748","158,751",100.0%,"17,131,127","78,313,250",21.87%,2020-12-31,2020,minority_shareholder
20220316000396,Y,00878696,에스케이바이오팜,소액주주,"217,834","217,841",100.0%,"25,432,103","78,313,250",32.47%,2021-12-31,2021,minority_shareholder
20230320000326,Y,00878696,에스케이바이오팜,소액주주,"194,173","194,175",99.9%,"24,990,726","78,313,250",31.9%,2022-12-31,2022,minority_shareholder
20240318000296,Y,00878696,에스케이바이오팜,소액주주,"163,754","163,756",99.9%,"25,084,683","78,313,250",32.0%,2023-12-31,2023,minority_shareholder
20250318001091,Y,00878696,에스케이바이오팜,소액주주,"144,194","144,196",99.9%,"25,120,478","78,313,250",32.1%,2024-12-31,2024,minority_shareholder
20210317001256,Y,01478712,대덕전자,소액주주,"52,527","52,533",99.99%,"31,185,134","49,416,925",63.11%,2020-12-31,2020,minority_shareholder
20220316001352,Y,01478712,대덕전자,소액주주,"64,499","64,507",99.99%,"29,157,975","49,416,925",59.00%,2021-12-31,2021,minority_shareholder
20230314001258,Y,01478712,대덕전자,소액주주,"70,222","70,228",99.99%,"30,303,567","49,416,925",61.32%,2022-12-31,2022,minority_shareholder
20240320001649,Y,01478712,대덕전자,소액주주,"79,317","79,322",99.99%,"30,469,047","49,416,925",61.66%,2023-12-31,2023,minority_shareholder
20250319000892,Y,01478712,대덕전자,소액주주,"71,829","71,875",99.93%,"28,804,860","49,416,925",58.29%,2024-12-31,2024,minority_shareholder
20210318000956,Y,01428203,케이씨씨글라스,소액주주,"19,578","19,587",99.95%,"8,647,493","15,944,087",54.24%,2020-12-31,2020,minority_shareholder
20220713000282,Y,01428203,케이씨씨글라스,소액주주,"34,028","34,036",99.97%,"8,601,083","15,943,333",53.95%,2021-12-31,2021,minority_shareholder
20230316001277,Y,01428203,케이씨씨글라스,소액주주,"34,005","34,013",99.97%,"8,288,933","15,943,333",51.99%,2022-12-31,2022,minority_shareholder
20240328001643,Y,01428203,케이씨씨글라스,소액주주,"29,981","29,989",99.97%,"7,979,008","15,943,333",50.05%,2023-12-31,2023,minority_shareholder
20250320001046,Y,01428203,케이씨씨글라스,소액주주,"26,805","26,813",99.97%,"7,970,231","15,943,333",49.99%,2024-12-31,2024,minority_shareholder
20200330002167,Y,00450010,씨티알모빌리티,소액주주,"7,922",-,99.9%,"2,031,730",-,24.2%,2019-12-31,2019,minority_shareholder
20210319000378,Y,00450010,씨티알모빌리티,소액주주,"26,553","26,565",99.95%,"4,419,070","8,610,000",51.32%,2020-12-31,2020,minority_shareholder
20220412002470,Y,00450010,씨티알모빌리티,소액주주,"28,600","28,611",99.96%,"4,102,410","8,610,000",47.65%,2021-12-31,2021,minority_shareholder
20230710000268,Y,00450010,씨티알모빌리티,소액주주,"26,848","26,858",99.96%,"4,102,820","8,610,000",47.65%,2022-12-31,2022,minority_shareholder
20240319000210,Y,00450010,씨티알모빌리티,소액주주,"22,181","22,188",99.97%,"4,104,560","8,610,000",47.67%,2023-12-31,2023,minority_shareholder
20250319000632,Y,00450010,씨티알모빌리티,소액주주,"19,617","19,624",99.96%,"4,104,560","8,610,000",47.67%,2024-12-31,2024,minority_shareholder
20200514001143,Y,01199550,HD현대에너지솔루션,소액주주,"5,755",-,99.93%,"2,905,976",-,25.95%,2019-12-31,2019,minority_shareholder
20210315000540,Y,01199550,HD현대에너지솔루션,소액주주,"28,710","28,724",99.95%,"4,252,740","11,200,000",37.97%,2020-12-31,2020,minority_shareholder
20220318001065,Y,01199550,HD현대에너지솔루션,소액주주,"35,220","35,232",99.97%,"4,748,131","11,200,000",42.39%,2021-12-31,2021,minority_shareholder
20230317000301,Y,01199550,HD현대에너지솔루션,소액주주,"26,062","26,143",99.69%,"2,806,140","11,200,000",25.05%,2022-12-31,2022,minority_shareholder
20240318000436,Y,01199550,HD현대에너지솔루션,소액주주,"34,247","34,263",99.95%,"4,463,707","11,200,000",39.85%,2023-12-31,2023,minority_shareholder
20250317000724,Y,01199550,HD현대에너지솔루션,소액주주,"34,849","34,866",99.95%,"4,478,996","11,200,000",39.99%,2024-12-31,2024,minority_shareholder
20200327002114,Y,00339391,한화시스템,소액주주,"16,984",-,22.86%,"25,205,082",-,22.86%,2019-12-31,2019,minority_shareholder
20210511000265,Y,00339391,한화시스템,소액주주,"33,747","33,754",99.98%,"24,985,741","110,230,389",22.67%,2020-12-31,2020,minority_shareholder
20220516000217,Y,00339391,한화시스템,소액주주,"123,040","123,048",99.99%,"55,870,707","188,919,389",29.57%,2021-12-31,2021,minority_shareholder
20230411001656,Y,00339391,한화시스템,소액주주,"122,015","122,023",99.99%,"56,301,824","188,919,389",29.81%,2022-12-31,2022,minority_shareholder
20240516000399,Y,00339391,한화시스템,소액주주,"105,814","105,820",99.99%,"59,109,850","188,919,389",31.29%,2023-12-31,2023,minority_shareholder
20250314001773,Y,00339391,한화시스템,소액주주,"121,199","121,205",99.99%,"64,479,776","188,919,389",34.15%,2024-12-31,2024,minority_shareholder
20190814002813,Y,00150633,지누스,소액주주,"4,280",-,99.84%,"4,844,000",-,38.91%,2018-12-31,2018,minority_shareholder
20200330001952,Y,00150633,지누스,소액주주,"6,486",-,99.74%,"6,283,897",-,44.25%,2019-12-31,2019,minority_shareholder
20210317000332,Y,00150633,지누스,소액주주,-,-,-,-,-,-,2020-12-31,2020,minority_shareholder
20260206000227,Y,00150633,지누스,소액주주,"15,704","15,715",99.92%,"6,666,459","15,800,450",42.18%,2021-12-31,2021,minority_shareholder
20260206000232,Y,00150633,지누스,소액주주,"18,688","18,700",99.94%,"7,790,634","18,900,676",41.22%,2022-12-31,2022,minority_shareholder
20260206000242,Y,00150633,지누스,소액주주,"17,366","17,377",99.9%,"9,458,012","20,735,204",45.6%,2023-12-31,2023,minority_shareholder
20260206000326,Y,00150633,지누스,소액주주,"14,232","14,239",99.70%,"10,658,312","21,925,813",48.61%,2024-12-31,2024,minority_shareholder
20200330002854,Y,01412725,두산퓨얼셀,소액주주,"28,057",-,99.73%,"21,974,963",-,30.59%,2019-12-31,2019,minority_shareholder
20210319001290,Y,01412725,두산퓨얼셀,소액주주,"129,340","129,408",99.95%,"36,003,627","81,838,794",43.99%,2020-12-31,2020,minority_shareholder
20220321001227,Y,01412725,두산퓨얼셀,소액주주,"185,134","185,207",99.96%,"40,952,234","81,838,794",50.04%,2021-12-31,2021,minority_shareholder
20230321001259,Y,01412725,두산퓨얼셀,소액주주,"191,689","191,748",99.97%,"42,535,225","81,831,662",51.98%,2022-12-31,2022,minority_shareholder
20240318000856,Y,01412725,두산퓨얼셀,소액주주,"191,749","191,801",99.97%,"44,551,173","81,831,662",54.44%,2023-12-31,2023,minority_shareholder
20250318001214,Y,01412725,두산퓨얼셀,소액주주,"177,665","177,718",99.97%,"45,499,133","81,831,662",55.60%,2024-12-31,2024,minority_shareholder
20200330003444,Y,01412822,솔루스첨단소재,소액주주,"16,613",-,99.88%,"15,464,623",-,39.04%,2019-12-31,2019,minority_shareholder
20210318001410,Y,01412822,솔루스첨단소재,소액주주,"49,420","49,428",99.98%,"17,960,373","39,602,208",45.35%,2020-12-31,2020,minority_shareholder
20220812000796,Y,01412822,솔루스첨단소재,소액주주,"78,591","78,600",99.98%,"17,508,536","39,602,208",44.21%,2021-12-31,2021,minority_shareholder
20230322001089,Y,01412822,솔루스첨단소재,소액주주,"90,960","90,967",99.99%,"20,675,133","45,455,764",45.48%,2022-12-31,2022,minority_shareholder
20240320001614,Y,01412822,솔루스첨단소재,소액주주,"84,087","84,094",99.99%,"20,466,410","45,455,764",45.02%,2023-12-31,2023,minority_shareholder
20251121000498,Y,01412822,솔루스첨단소재,소액주주,"81,911","81,971",99.99%,"42,483,467","90,904,406",46.73%,2024-12-31,2024,minority_shareholder
20190716000323,Y,00203315,콘텐트리중앙,소액주주,"22,814",-,99.94%,"78,240,000",-,54.29%,2018-12-31,2018,minority_shareholder
20200330002955,Y,00203315,콘텐트리중앙,소액주주,"25,432",-,99.95%,"8,305,291",-,57.64%,2019-12-31,2019,minority_shareholder
20210317000814,Y,00203315,콘텐트리중앙,소액주주,"24,733","24,743",99.95%,"7,784,578","16,385,071",47.5%,2020-12-31,2020,minority_shareholder
20220323001342,Y,00203315,콘텐트리중앙,소액주주,"67,654","67,662",99.98%,"9,187,119","18,297,538",50.21%,2021-12-31,2021,minority_shareholder
20230321001329,Y,00203315,콘텐트리중앙,소액주주,"61,465","61,473",99.99%,"9,567,870","19,262,308",49.69%,2022-12-31,2022,minority_shareholder
20240320001970,Y,00203315,콘텐트리중앙,소액주주,"56,258","56,263",99.99%,"10,746,418","19,262,308",55.79%,2023-12-31,2023,minority_shareholder
20250320001749,Y,00203315,콘텐트리중앙,소액주주,"47,336","47,341",99.99%,"10,850,064","19,262,308",56.34%,2024-12-31,2024,minority_shareholder
20190329004409,Y,00155276,포스코퓨처엠,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330002873,Y,00155276,포스코퓨처엠,소액주주,-,-,-,-,-,-,2019-12-31,2019,minority_shareholder
20210512000747,Y,00155276,포스코퓨처엠,소액주주,-,-,-,-,-,-,2020-12-31,2020,minority_shareholder
20220311001089,Y,00155276,포스코퓨처엠,소액주주,-,-,-,-,-,-,2021-12-31,2021,minority_shareholder
20230317000751,Y,00155276,포스코퓨처엠,소액주주,"154,414","154,425",99.99%,"25,121,482","77,463,220",32.4%,2022-12-31,2022,minority_shareholder
20240326000383,Y,00155276,포스코퓨처엠,소액주주,"359,808","359,818",99.99%,"26,481,722","77,463,220",34.2%,2023-12-31,2023,minority_shareholder
20250314000603,Y,00155276,포스코퓨처엠,소액주주,-,-,-,-,-,-,2024-12-31,2024,minority_shareholder
20190402000001,Y,00362441,현대오토에버,소액주주,-,-,-,-,-,-,2018-12-31,2018,minority_shareholder
20200330003398,Y,00362441,현대오토에버,소액주주,"7,449",-,99.91%,"3,313,964",-,15.77%,2019-12-31,2019,minority_shareholder
20210318000547,Y,00362441,현대오토에버,소액주주,"24,742","24,747",99.98%,"4,491,731","21,000,000",21.40%,2020-12-31,2020,minority_shareholder
20220317001288,Y,00362441,현대오토에버,소액주주,"37,627","37,632",99.99%,"6,184,321","27,423,982",22.56%,2021-12-31,2021,minority_shareholder
20230317000639,Y,00362441,현대오토에버,소액주주,"39,803","39,810",99.98%,"5,646,439","27,423,982",20.59%,2022-12-31,2022,minority_shareholder
20240329000426,Y,00362441,현대오토에버,소액주주,"35,605","35,612",99.99%,"5,850,160","27,423,982",21.33%,2023-12-31,2023,minority_shareholder
20250317000930,Y,00362441,현대오토에버,소액주주,"45,916","45,921",100.00%,"5,730,520","27,423,982",20.90%,2024-12-31,2024,minority_shareholder
20190401003862,Y,00415646,드림텍,소액주주,460,-,97.25%,"1,285,800",-,5.11%,2018-12-31,2018,minority_shareholder
20200330002847,Y,00415646,드림텍,소액주주,"14,557",-,99.90%,"13,426,867",-,21.99%,2019-12-31,2019,minority_shareholder
20210318000482,Y,00415646,드림텍,소액주주,"44,962","44,974",99.9%,"22,658,542","65,428,026",34.6%,2020-12-31,2020,minority_shareholder
20220812000858,Y,00415646,드림텍,소액주주,"37,637","37,647",99.9%,"23,745,474","64,854,408",36.6%,2021-12-31,2021,minority_shareholder
20230323001080,Y,00415646,드림텍,소액주주,"31,218","31,231",99.9%,"21,150,120","67,405,497",31.5%,2022-12-31,2022,minority_shareholder
20240321001811,Y,00415646,드림텍,소액주주,"31,198","31,212",99.96%,"35,935,687","68,723,075",52.29%,2023-12-31,2023,minority_shareholder
20250328002249,Y,00415646,드림텍,소액주주,"29,838","29,853",99.97%,"33,812,273","68,890,041",49.08%,2024-12-31,2024,minority_shareholder
20190329002898,Y,01010110,더블유게임즈,소액주주,"12,303",-,99.88%,"5,959,111",-,32.66%,2018-12-31,2018,minority_shareholder
20200330001076,Y,01010110,더블유게임즈,소액주주,"13,351",-,99.90%,"7,479,798",-,40.95%,2019-12-31,2019,minority_shareholder
